Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,751441,-,-,-,29.21,-94.58,-6,0,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.2.2
Year,Month,Day,Hour,Minute,GHI,DHI,DNI,Wind Speed,Temperature,Solar Zenith Angle,Pressure,Dew Point
2013,3,5,14,30,636,222,589,5.2,18.3,45.35,1021,9.9
2013,3,5,15,30,504,148,631,5,18.3,55.61,1021,9.600000000000001
2013,3,5,16,30,323,97,587,4.800000000000001,17.900000000000002,67.35,1021,9.3
2013,3,5,17,30,110,57,300,4.800000000000001,17.6,79.83,1022,9.200000000000001
2013,3,5,18,30,0,0,0,5.9,16,92.85000000000001,1022,8.8
2013,3,5,19,30,0,0,0,6.6000000000000005,15.200000000000001,105.93,1023,8.5
2013,3,5,20,30,0,0,0,6.9,14.4,118.92,1024,8.4
2013,3,5,21,30,0,0,0,7.2,13.600000000000001,131.54,1025,8.1
2013,3,5,22,30,0,0,0,7.5,12.9,143.21,1025,7.1000000000000005
2013,3,5,23,30,0,0,0,7.800000000000001,12.3,152.51,1025,5.800000000000001
2013,3,6,0,30,0,0,0,7.9,11.700000000000001,156.37,1026,5
2013,3,6,1,30,0,0,0,8,11.200000000000001,152.38,1026,4.7
2013,3,6,2,30,0,0,0,7.9,10.700000000000001,143.01,1026,4.5
2013,3,6,3,30,0,0,0,7.7,10.3,131.31,1026,4.5
2013,3,6,4,30,0,0,0,7.4,9.9,118.67,1027,4.6000000000000005
2013,3,6,5,30,0,0,0,7.1000000000000005,9.700000000000001,105.66,1028,4.7
2013,3,6,6,30,0,0,0,7,9.9,92.57000000000001,1028,4.800000000000001
2013,3,6,7,30,157,45,617,7.1000000000000005,10.8,79.53,1029,4.9
2013,3,6,8,30,397,67,844,6.800000000000001,11.600000000000001,67.02,1029,4.5
2013,3,6,9,30,515,141,656,6,12.3,55.26,1029,4.1000000000000005
2013,3,6,10,30,790,88,991,4.9,12.8,44.96,1029,4
2013,3,6,11,30,772,227,686,3.7,13.3,37.43,1028,3.9000000000000004
2013,3,6,12,30,802,248,673,2.7,13.700000000000001,34.59,1028,3.4000000000000004
2013,3,6,13,30,738,269,591,1.8,14,37.51,1027,2.9000000000000004
2013,3,6,14,30,625,237,550,1.3,14.200000000000001,45.08,1026,2.5
2013,3,6,15,30,542,105,769,1.1,14.200000000000001,55.4,1025,2.4000000000000004
2013,3,6,16,30,381,77,782,1.1,14,67.17,1025,2.8000000000000003
2013,3,6,17,30,147,50,541,1.2000000000000002,13.9,79.68,1025,4.4
2013,3,6,18,30,0,0,0,1.2000000000000002,13.200000000000001,92.71000000000001,1025,4.4
2013,3,6,19,30,0,0,0,1.6,13.200000000000001,105.79,1025,4.4
2013,3,6,20,30,0,0,0,2,13.200000000000001,118.78,1025,4.9
2013,3,6,21,30,0,0,0,2,13.200000000000001,131.37,1025,5.2
2013,3,6,22,30,0,0,0,1.9000000000000001,13.200000000000001,142.98,1025,5.5
2013,3,6,23,30,0,0,0,2.1,13.200000000000001,152.20000000000002,1024,5.9
2013,3,7,0,30,0,0,0,2.3000000000000003,13.200000000000001,155.98,1024,6.300000000000001
2013,3,7,1,30,0,0,0,2.5,13.3,152.01,1023,6.6000000000000005
2013,3,7,2,30,0,0,0,2.7,13.3,142.70000000000002,1023,7
2013,3,7,3,30,0,0,0,2.7,13.3,131.04,1023,7.2
2013,3,7,4,30,0,0,0,2.7,13.3,118.42,1023,7.2
2013,3,7,5,30,0,0,0,2.8000000000000003,13.200000000000001,105.42,1024,7.300000000000001
2013,3,7,6,30,0,0,0,3.2,13.600000000000001,92.33,1024,7.5
2013,3,7,7,30,147,52,511,3.6,14.600000000000001,79.28,1025,8.4
2013,3,7,8,30,346,80,673,3.9000000000000004,15.4,66.75,1025,8.3
2013,3,7,9,30,499,169,575,4.2,15.9,54.96,1025,8.4
2013,3,7,10,30,600,281,448,4.2,16.3,44.62,1025,8.700000000000001
2013,3,7,11,30,733,280,567,4.3,16.5,37.050000000000004,1025,9
2013,3,7,12,30,767,298,567,4.5,16.5,34.2,1025,9.200000000000001
2013,3,7,13,30,677,330,434,4.5,16.5,37.17,1024,9.5
2013,3,7,14,30,663,203,649,4.6000000000000005,16.5,44.81,1023,9.700000000000001
2013,3,7,15,30,506,154,616,4.6000000000000005,16.3,55.19,1023,9.9
2013,3,7,16,30,335,89,631,4.7,16,67,1023,10
2013,3,7,17,30,100,64,199,4.800000000000001,15.700000000000001,79.54,1023,10.4
2013,3,7,18,30,0,0,0,4.5,15,92.58,1024,10.700000000000001
2013,3,7,19,30,0,0,0,4.6000000000000005,14.9,105.65,1024,10.9
2013,3,7,20,30,0,0,0,5,14.9,118.63,1023,11.200000000000001
2013,3,7,21,30,0,0,0,5,14.9,131.2,1023,11.600000000000001
2013,3,7,22,30,0,0,0,4.9,15.100000000000001,142.75,1023,12.100000000000001
2013,3,7,23,30,0,0,0,4.6000000000000005,15.200000000000001,151.88,1022,12.5
2013,3,8,0,30,0,0,0,4.1000000000000005,15.200000000000001,155.59,1022,13
2013,3,8,1,30,0,0,0,3.6,15.3,151.64000000000001,1022,13.4
2013,3,8,2,30,0,0,0,3.3000000000000003,15.4,142.38,1022,13.8
2013,3,8,3,30,0,0,0,3.3000000000000003,15.5,130.77,1022,14.100000000000001
2013,3,8,4,30,0,0,0,3.6,15.600000000000001,118.17,1022,14.3
2013,3,8,5,30,0,0,0,3.6,15.600000000000001,105.18,1022,14.5
2013,3,8,6,30,0,0,0,3.8000000000000003,16.1,92.09,1022,14.700000000000001
2013,3,8,7,30,103,68,183,4.4,16.8,79.03,1023,15
2013,3,8,8,30,245,164,201,4.9,17.3,66.48,1023,15.3
2013,3,8,9,30,420,249,296,4.6000000000000005,17.8,54.65,1023,15.4
2013,3,8,10,30,555,322,327,4.4,18,44.27,1024,15.5
2013,3,8,11,30,567,398,211,4.5,18.2,36.67,1023,15.5
2013,3,8,12,30,576,418,191,4.7,18.2,33.81,1022,15.5
2013,3,8,13,30,454,384,87,5,18,36.83,1022,15.4
2013,3,8,14,30,631,241,547,5.1000000000000005,17.8,44.54,1021,15.3
2013,3,8,15,30,497,172,565,5.2,17.400000000000002,54.980000000000004,1021,15.200000000000001
2013,3,8,16,30,298,130,425,5.300000000000001,17.1,66.83,1021,15.200000000000001
2013,3,8,17,30,87,68,104,5.2,17,79.39,1021,15.3
2013,3,8,18,30,0,0,0,5.5,16.6,92.44,1021,15.4
2013,3,8,19,30,0,0,0,5.4,16.6,105.52,1021,15.5
2013,3,8,20,30,0,0,0,5.7,16.7,118.48,1020,15.5
2013,3,8,21,30,0,0,0,5.9,16.8,131.02,1020,15.600000000000001
2013,3,8,22,30,0,0,0,5.800000000000001,16.8,142.52,1019,15.700000000000001
2013,3,8,23,30,0,0,0,5.5,16.900000000000002,151.57,1018,15.8
2013,3,9,0,30,0,0,0,5,16.900000000000002,155.20000000000002,1018,16
2013,3,9,1,30,0,0,0,4.6000000000000005,17,151.27,1017,16.1
2013,3,9,2,30,0,0,0,4.6000000000000005,17.2,142.07,1017,16.3
2013,3,9,3,30,0,0,0,5,17.400000000000002,130.49,1017,16.400000000000002
2013,3,9,4,30,0,0,0,5.4,17.5,117.92,1016,16.5
2013,3,9,5,30,0,0,0,5.800000000000001,17.6,104.93,1016,16.6
2013,3,9,6,30,0,0,0,6.2,17.8,91.84,1016,16.7
2013,3,9,7,30,30,30,0,6.4,18.2,78.78,1016,16.8
2013,3,9,8,30,70,70,0,6,18.6,66.21000000000001,1016,17
2013,3,9,9,30,192,188,7,5.4,18.900000000000002,54.35,1016,17.1
2013,3,9,10,30,146,146,0,5.1000000000000005,19.1,43.93,1016,17.1
2013,3,9,11,30,290,277,16,5.1000000000000005,19.200000000000003,36.28,1016,17.1
2013,3,9,12,30,285,273,15,5.4,19.200000000000003,33.42,1014,17.1
2013,3,9,13,30,167,165,3,5.7,19.200000000000003,36.49,1013,17.1
2013,3,9,14,30,123,123,0,5.9,19.1,44.28,1013,17.1
2013,3,9,15,30,127,127,0,5.800000000000001,18.900000000000002,54.77,1012,17
2013,3,9,16,30,187,161,65,5.7,18.6,66.66,1012,17.1
2013,3,9,17,30,81,69,67,5.6000000000000005,18.400000000000002,79.25,1012,17.1
2013,3,9,18,30,0,0,0,6.4,18.2,92.3,1012,17.1
2013,3,9,19,30,0,0,0,7,18.2,105.38,1012,17
2013,3,9,20,30,0,0,0,7.2,18.2,118.33,1011,17
2013,3,9,21,30,0,0,0,7.1000000000000005,18.2,130.84,1011,17.1
2013,3,9,22,30,0,0,0,6.800000000000001,18.2,142.29,1010,17.2
2013,3,9,23,30,0,0,0,6.800000000000001,18.2,151.25,1009,17.400000000000002
2013,3,10,0,30,0,0,0,7.1000000000000005,18.3,154.81,1009,17.5
2013,3,10,1,30,0,0,0,7.300000000000001,18.3,150.89000000000001,1008,17.6
2013,3,10,2,30,0,0,0,7.4,18.400000000000002,141.75,1007,17.6
2013,3,10,3,30,0,0,0,7.2,18.5,130.21,1008,17.5
2013,3,10,4,30,0,0,0,6.7,18.5,117.66,1008,17.5
2013,3,10,5,30,0,0,0,6.2,18.6,104.69,1009,17.5
2013,3,10,6,30,0,0,0,6,18.7,91.59,1009,17.6
2013,3,10,7,30,55,55,0,5.7,18.8,78.53,1010,17.8
2013,3,10,8,30,171,158,33,5.300000000000001,18.8,65.93,1010,18
2013,3,10,9,30,300,258,72,4.4,18.6,54.050000000000004,1011,17.900000000000002
2013,3,10,10,30,30,30,0,3.4000000000000004,18.3,43.58,1011,17.5
2013,3,10,11,30,37,37,0,2.7,18.2,35.89,1011,16.8
2013,3,10,12,30,122,122,0,2.7,18,33.03,1010,16.1
2013,3,10,13,30,98,98,0,3.7,17.7,36.160000000000004,1010,15.4
2013,3,10,14,30,233,226,10,5.2,17.400000000000002,44.01,1010,14.5
2013,3,10,15,30,56,56,0,6.300000000000001,17.2,54.57,1011,13.700000000000001
2013,3,10,16,30,59,59,0,6.5,16.900000000000002,66.49,1011,13.200000000000001
2013,3,10,17,30,51,51,0,6.5,16.7,79.10000000000001,1012,13.100000000000001
2013,3,10,18,30,0,0,0,6.300000000000001,16.400000000000002,92.17,1013,12.9
2013,3,10,19,30,0,0,0,6.6000000000000005,16.1,105.25,1015,12.3
2013,3,10,20,30,0,0,0,7.4,15.700000000000001,118.19,1015,11.4
2013,3,10,21,30,0,0,0,8.4,14.9,130.66,1016,9.700000000000001
2013,3,10,22,30,0,0,0,8.8,13.9,142.06,1017,8.3
2013,3,10,23,30,0,0,0,8.6,13.100000000000001,150.93,1017,7.5
2013,3,11,0,30,0,0,0,8.1,12.4,154.42000000000002,1017,7.1000000000000005
2013,3,11,1,30,0,0,0,7.4,11.8,150.52,1017,6.9
2013,3,11,2,30,0,0,0,6.800000000000001,11.3,141.42000000000002,1017,6.9
2013,3,11,3,30,0,0,0,6.2,11,129.93,1018,6.800000000000001
2013,3,11,4,30,0,0,0,5.800000000000001,10.9,117.4,1018,6.4
2013,3,11,5,30,0,0,0,5.800000000000001,10.8,104.44,1019,6.1000000000000005
2013,3,11,6,30,0,0,0,6.2,11,91.35000000000001,1019,5.9
2013,3,11,7,30,164,55,540,6.5,11.5,78.27,1020,5.7
2013,3,11,8,30,400,78,783,6.6000000000000005,12,65.66,1020,5.2
2013,3,11,9,30,623,87,906,6.6000000000000005,12.600000000000001,53.74,1020,4.800000000000001
2013,3,11,10,30,802,93,973,6.5,13.3,43.230000000000004,1020,4.4
2013,3,11,11,30,910,97,998,6.5,14,35.5,1019,4.1000000000000005
2013,3,11,12,30,945,100,1003,6.5,14.700000000000001,32.63,1018,3.9000000000000004
2013,3,11,13,30,904,99,993,6.6000000000000005,15.3,35.82,1017,3.8000000000000003
2013,3,11,14,30,792,96,964,6.6000000000000005,15.700000000000001,43.75,1016,3.9000000000000004
2013,3,11,15,30,618,89,908,6.5,15.8,54.36,1016,4
2013,3,11,16,30,397,76,801,6.2,15.600000000000001,66.33,1016,4.1000000000000005
2013,3,11,17,30,160,51,567,6,15.3,78.96000000000001,1016,4.6000000000000005
2013,3,11,18,30,0,0,0,5.4,14.100000000000001,92.04,1017,5.1000000000000005
2013,3,11,19,30,0,0,0,5.1000000000000005,13.700000000000001,105.11,1018,5.2
2013,3,11,20,30,0,0,0,4.800000000000001,13.4,118.04,1019,5.2
2013,3,11,21,30,0,0,0,4.7,13.100000000000001,130.48,1019,5.2
2013,3,11,22,30,0,0,0,4.5,12.8,141.82,1019,5
2013,3,11,23,30,0,0,0,4.3,12.5,150.61,1019,4.800000000000001
2013,3,12,0,30,0,0,0,4,12.3,154.02,1019,4.5
2013,3,12,1,30,0,0,0,3.9000000000000004,12.100000000000001,150.14000000000001,1019,4.2
2013,3,12,2,30,0,0,0,3.9000000000000004,11.9,141.1,1019,4.1000000000000005
2013,3,12,3,30,0,0,0,3.8000000000000003,11.8,129.65,1019,4.1000000000000005
2013,3,12,4,30,0,0,0,3.6,11.700000000000001,117.14,1020,4.1000000000000005
2013,3,12,5,30,0,0,0,3.4000000000000004,11.700000000000001,104.19,1020,4.1000000000000005
2013,3,12,6,30,0,0,0,3.2,12.100000000000001,91.10000000000001,1021,4.3
2013,3,12,7,30,177,51,604,2.9000000000000004,13,78.01,1022,4.800000000000001
2013,3,12,8,30,411,73,811,2.6,14,65.38,1022,4.6000000000000005
2013,3,12,9,30,628,84,913,2.4000000000000004,14.700000000000001,53.43,1023,4.2
2013,3,12,10,30,797,92,962,2,15.200000000000001,42.89,1023,4.3
2013,3,12,11,30,904,97,987,1.7000000000000002,15.600000000000001,35.12,1023,4.4
2013,3,12,12,30,939,98,994,1.5,15.8,32.24,1023,4.5
2013,3,12,13,30,895,96,981,1.5,16.1,35.49,1022,4.6000000000000005
2013,3,12,14,30,784,92,954,1.7000000000000002,16.2,43.49,1022,5
2013,3,12,15,30,612,85,900,1.8,16.1,54.160000000000004,1022,5.4
2013,3,12,16,30,394,72,797,2,15.8,66.16,1022,5.800000000000001
2013,3,12,17,30,160,49,570,2.1,15.5,78.82000000000001,1022,7
2013,3,12,18,30,0,0,0,2.3000000000000003,14.3,91.9,1022,7.2
2013,3,12,19,30,0,0,0,2.4000000000000004,14.200000000000001,104.98,1023,7.300000000000001
2013,3,12,20,30,0,0,0,2.3000000000000003,14.200000000000001,117.89,1024,7.4
2013,3,12,21,30,0,0,0,2.2,14.3,130.3,1024,7.4
2013,3,12,22,30,0,0,0,2.1,14.3,141.59,1024,7.5
2013,3,12,23,30,0,0,0,2,14.4,150.28,1024,7.7
2013,3,13,0,30,0,0,0,1.6,14.5,153.63,1025,7.9
2013,3,13,1,30,0,0,0,1.4000000000000001,14.3,149.76,1025,8
2013,3,13,2,30,0,0,0,1.9000000000000001,13.9,140.77,1025,8.3
2013,3,13,3,30,0,0,0,2.8000000000000003,13.4,129.36,1025,9
2013,3,13,4,30,0,0,0,3.5,13.100000000000001,116.88,1026,9.700000000000001
2013,3,13,5,30,0,0,0,3.8000000000000003,12.8,103.94,1027,10.100000000000001
2013,3,13,6,30,0,0,0,4,13.100000000000001,90.84,1028,10.3
2013,3,13,7,30,168,60,508,4.3,14,77.76,1029,10.4
2013,3,13,8,30,397,88,734,4.7,15.200000000000001,65.11,1030,10.4
2013,3,13,9,30,615,96,866,5.2,16.3,53.13,1030,10
2013,3,13,10,30,783,104,921,5.4,17,42.54,1030,9.4
2013,3,13,11,30,888,108,948,5.300000000000001,17.3,34.730000000000004,1030,8.9
2013,3,13,12,30,922,109,957,5,17.5,31.85,1029,8.700000000000001
2013,3,13,13,30,883,106,950,4.5,17.5,35.160000000000004,1029,8.5
2013,3,13,14,30,773,102,921,4.1000000000000005,17.5,43.24,1028,8.3
2013,3,13,15,30,604,94,866,3.7,17.5,53.96,1028,8.4
2013,3,13,16,30,388,79,759,3.4000000000000004,17.2,66,1028,8.6
2013,3,13,17,30,157,53,532,3.2,16.900000000000002,78.67,1028,9.600000000000001
2013,3,13,18,30,0,0,0,3,15.8,91.77,1028,9.700000000000001
2013,3,13,19,30,0,0,0,2.8000000000000003,15.5,104.84,1028,10
2013,3,13,20,30,0,0,0,2.6,15.4,117.74000000000001,1029,10.3
2013,3,13,21,30,0,0,0,2.6,15.3,130.12,1029,10.5
2013,3,13,22,30,0,0,0,2.6,15.200000000000001,141.35,1028,10.700000000000001
2013,3,13,23,30,0,0,0,2.5,15,149.96,1028,11
2013,3,14,0,30,0,0,0,2.5,14.9,153.23,1028,11.3
2013,3,14,1,30,0,0,0,2.4000000000000004,14.8,149.38,1028,11.700000000000001
2013,3,14,2,30,0,0,0,2.5,14.700000000000001,140.44,1028,11.9
2013,3,14,3,30,0,0,0,2.6,14.700000000000001,129.07,1028,12
2013,3,14,4,30,0,0,0,2.8000000000000003,14.700000000000001,116.62,1028,11.9
2013,3,14,5,30,0,0,0,3.1,14.700000000000001,103.68,1028,11.600000000000001
2013,3,14,6,30,0,0,0,3.4000000000000004,15.200000000000001,90.01,1029,11.4
2013,3,14,7,30,175,58,542,3.9000000000000004,16.2,77.5,1030,11.3
2013,3,14,8,30,406,84,757,4.3,17,64.83,1030,10.700000000000001
2013,3,14,9,30,623,90,883,4.4,17.400000000000002,52.82,1030,10
2013,3,14,10,30,790,98,935,4.4,17.7,42.19,1030,9.8
2013,3,14,11,30,892,103,956,4.1000000000000005,17.8,34.33,1029,9.8
2013,3,14,12,30,927,103,966,3.8000000000000003,17.900000000000002,31.46,1029,9.700000000000001
2013,3,14,13,30,887,102,957,3.5,17.8,34.82,1028,9.700000000000001
2013,3,14,14,30,777,97,929,3.3000000000000003,17.8,42.980000000000004,1027,9.700000000000001
2013,3,14,15,30,608,85,884,3.2,17.6,53.76,1027,9.600000000000001
2013,3,14,16,30,393,72,784,3,17.2,65.84,1027,9.600000000000001
2013,3,14,17,30,161,49,565,2.9000000000000004,16.900000000000002,78.54,1027,9.8
2013,3,14,18,30,0,0,0,3,15.8,91.64,1027,10.100000000000001
2013,3,14,19,30,0,0,0,3.3000000000000003,15.700000000000001,104.71000000000001,1027,10.100000000000001
2013,3,14,20,30,0,0,0,3.6,15.600000000000001,117.59,1027,10.3
2013,3,14,21,30,0,0,0,3.9000000000000004,15.600000000000001,129.94,1027,10.600000000000001
2013,3,14,22,30,0,0,0,4.1000000000000005,15.5,141.11,1026,11
2013,3,14,23,30,0,0,0,4.2,15.5,149.63,1026,11.4
2013,3,15,0,30,0,0,0,4.3,15.4,152.83,1025,11.9
2013,3,15,1,30,0,0,0,4.3,15.4,148.99,1025,12.4
2013,3,15,2,30,0,0,0,4.1000000000000005,15.4,140.11,1024,12.8
2013,3,15,3,30,0,0,0,3.8000000000000003,15.3,128.78,1024,13.200000000000001
2013,3,15,4,30,0,0,0,3.6,15.3,116.35000000000001,1024,13.600000000000001
2013,3,15,5,30,0,0,0,3.5,15.4,103.43,1024,14
2013,3,15,6,30,0,0,0,3.4000000000000004,16.2,89.81,1025,14.3
2013,3,15,7,30,181,54,576,3.4000000000000004,17.3,77.24,1025,14.8
2013,3,15,8,30,411,76,780,3.4000000000000004,18.1,64.55,1025,15.100000000000001
2013,3,15,9,30,623,88,878,3.4000000000000004,18.6,52.51,1025,15.200000000000001
2013,3,15,10,30,786,97,925,3.5,19,41.84,1025,15.200000000000001
2013,3,15,11,30,889,102,949,3.7,19.200000000000003,33.94,1024,15.200000000000001
2013,3,15,12,30,924,100,962,3.9000000000000004,19.3,31.060000000000002,1023,15.200000000000001
2013,3,15,13,30,886,99,955,4.1000000000000005,19.3,34.49,1022,15.200000000000001
2013,3,15,14,30,776,95,928,4.2,19.200000000000003,42.730000000000004,1021,15.3
2013,3,15,15,30,607,85,880,4.4,19,53.57,1020,15.3
2013,3,15,16,30,395,72,784,4.4,18.6,65.68,1020,15.3
2013,3,15,17,30,163,49,564,4.4,18.3,78.4,1020,15.5
2013,3,15,18,30,0,0,0,4.3,17.400000000000002,91.51,1020,15.700000000000001
2013,3,15,19,30,0,0,0,4.4,17.2,104.57000000000001,1020,15.8
2013,3,15,20,30,0,0,0,4.4,17.1,117.44,1020,15.8
2013,3,15,21,30,0,0,0,4.5,17,129.75,1019,15.8
2013,3,15,22,30,0,0,0,4.7,17,140.86,1019,15.8
2013,3,15,23,30,0,0,0,5.1000000000000005,17.1,149.31,1018,15.700000000000001
2013,3,16,0,30,0,0,0,5.5,17.2,152.44,1018,15.700000000000001
2013,3,16,1,30,0,0,0,5.9,17.3,148.61,1017,15.700000000000001
2013,3,16,2,30,0,0,0,6.300000000000001,17.3,139.78,1016,15.600000000000001
2013,3,16,3,30,0,0,0,6.1000000000000005,17.3,128.49,1016,15.4
2013,3,16,4,30,0,0,0,5.5,17,116.08,1016,15.5
2013,3,16,5,30,0,0,0,4.800000000000001,17,103.17,1016,15.700000000000001
2013,3,16,6,30,0,0,0,4.5,17.5,89.60000000000001,1016,15.9
2013,3,16,7,30,186,57,575,4.5,18.5,76.98,1016,16.2
2013,3,16,8,30,418,81,776,4.6000000000000005,19.1,64.27,1017,16.400000000000002
2013,3,16,9,30,629,91,877,4.7,19.6,52.21,1017,16.3
2013,3,16,10,30,793,102,922,4.7,19.900000000000002,41.49,1016,16.3
2013,3,16,11,30,896,109,944,4.7,20,33.55,1016,16.400000000000002
2013,3,16,12,30,928,107,955,4.6000000000000005,20,30.67,1015,16.5
2013,3,16,13,30,886,108,941,4.6000000000000005,19.900000000000002,34.17,1014,16.5
2013,3,16,14,30,774,106,907,4.6000000000000005,19.8,42.480000000000004,1013,16.5
2013,3,16,15,30,556,133,708,4.7,19.5,53.38,1013,16.5
2013,3,16,16,30,324,132,462,4.800000000000001,19.200000000000003,65.53,1013,16.6
2013,3,16,17,30,144,56,431,4.9,19,78.26,1013,16.7
2013,3,16,18,30,0,0,0,5,18.400000000000002,91.38,1013,16.8
2013,3,16,19,30,0,0,0,5.2,18.3,104.44,1013,16.900000000000002
2013,3,16,20,30,0,0,0,5.300000000000001,18.3,117.28,1014,17
2013,3,16,21,30,0,0,0,5.300000000000001,18.2,129.57,1014,17
2013,3,16,22,30,0,0,0,5.2,18.1,140.62,1013,17.1
2013,3,16,23,30,0,0,0,4.9,18,148.98,1012,17.1
2013,3,17,0,30,0,0,0,4.7,18,152.04,1012,17.2
2013,3,17,1,30,0,0,0,4.4,18,148.23,1011,17.3
2013,3,17,2,30,0,0,0,4.3,18,139.44,1011,17.400000000000002
2013,3,17,3,30,0,0,0,4.2,18.1,128.19,1011,17.6
2013,3,17,4,30,0,0,0,4.1000000000000005,18.2,115.81,1011,17.7
2013,3,17,5,30,0,0,0,4,18.3,102.91,1011,17.900000000000002
2013,3,17,6,30,0,0,0,4.1000000000000005,18.6,89.38,1011,18.1
2013,3,17,7,30,176,72,451,4.3,19.1,76.72,1012,18.400000000000002
2013,3,17,8,30,401,97,692,4.6000000000000005,19.6,64,1012,18.7
2013,3,17,9,30,546,179,594,4.9,20.200000000000003,51.9,1012,18.900000000000002
2013,3,17,10,30,589,343,326,5,20.6,41.15,1012,19
2013,3,17,11,30,661,398,313,4.9,20.700000000000003,33.160000000000004,1011,18.900000000000002
2013,3,17,12,30,353,332,25,4.7,20.8,30.28,1010,18.900000000000002
2013,3,17,13,30,626,407,265,4.5,20.8,33.84,1009,18.900000000000002
2013,3,17,14,30,538,352,251,4.6000000000000005,20.700000000000003,42.230000000000004,1009,18.900000000000002
2013,3,17,15,30,424,266,264,4.800000000000001,20.5,53.19,1008,18.900000000000002
2013,3,17,16,30,170,158,28,4.800000000000001,20.1,65.37,1008,19
2013,3,17,17,30,92,77,73,4.7,19.900000000000002,78.13,1008,19.1
2013,3,17,18,30,0,0,0,4.7,19.3,91.25,1008,19.1
2013,3,17,19,30,0,0,0,4.6000000000000005,19.200000000000003,104.3,1008,19.200000000000003
2013,3,17,20,30,0,0,0,4.2,19.200000000000003,117.13,1009,19.200000000000003
2013,3,17,21,30,0,0,0,3.7,19,129.38,1009,19
2013,3,17,22,30,0,0,0,3.3000000000000003,18.900000000000002,140.37,1009,18.900000000000002
2013,3,17,23,30,0,0,0,3.1,18.900000000000002,148.65,1008,18.900000000000002
2013,3,18,0,30,0,0,0,3.3000000000000003,18.900000000000002,151.64000000000001,1008,18.900000000000002
2013,3,18,1,30,0,0,0,3.7,18.900000000000002,147.84,1008,18.900000000000002
2013,3,18,2,30,0,0,0,4,18.900000000000002,139.1,1008,18.900000000000002
2013,3,18,3,30,0,0,0,4,18.900000000000002,127.89,1008,18.8
2013,3,18,4,30,0,0,0,3.6,18.900000000000002,115.54,1009,18.8
2013,3,18,5,30,0,0,0,3.1,18.900000000000002,102.65,1010,18.7
2013,3,18,6,30,0,0,0,2.7,19.200000000000003,89.16,1010,18.7
2013,3,18,7,30,53,53,0,2.5,19.8,76.46000000000001,1011,18.8
2013,3,18,8,30,215,184,71,2.4000000000000004,20.3,63.72,1011,18.8
2013,3,18,9,30,509,238,437,2.5,20.700000000000003,51.59,1011,18.8
2013,3,18,10,30,469,369,132,2.6,21,40.800000000000004,1011,18.8
2013,3,18,11,30,737,333,481,2.7,21.200000000000003,32.77,1010,18.8
2013,3,18,12,30,898,156,855,2.5,21.400000000000002,29.88,1009,18.7
2013,3,18,13,30,859,150,851,2.3000000000000003,21.400000000000002,33.51,1009,18.7
2013,3,18,14,30,749,141,819,2.1,21.5,41.99,1008,18.7
2013,3,18,15,30,581,129,751,2.2,21.400000000000002,53,1008,18.7
2013,3,18,16,30,372,109,628,2.3000000000000003,21,65.22,1009,18.7
2013,3,18,17,30,150,71,378,2.3000000000000003,20.700000000000003,77.99,1009,19
2013,3,18,18,30,0,0,0,2.1,19.6,91.12,1009,19.1
2013,3,18,19,30,0,0,0,1.7000000000000002,19.5,104.17,1010,19.200000000000003
2013,3,18,20,30,0,0,0,1.3,19.5,116.98,1011,19
2013,3,18,21,30,0,0,0,1.2000000000000002,19.400000000000002,129.19,1012,18.8
2013,3,18,22,30,0,0,0,1.3,19.3,140.13,1012,18.5
2013,3,18,23,30,0,0,0,1.7000000000000002,19.200000000000003,148.31,1012,18.1
2013,3,19,0,30,0,0,0,2.6,19.1,151.25,1012,17.8
2013,3,19,1,30,0,0,0,3.8000000000000003,18.900000000000002,147.45000000000002,1013,17.6
2013,3,19,2,30,0,0,0,5,18.7,138.77,1013,17.5
2013,3,19,3,30,0,0,0,6.1000000000000005,18.400000000000002,127.59,1013,17.6
2013,3,19,4,30,0,0,0,7.2,18,115.26,1014,17.400000000000002
2013,3,19,5,30,0,0,0,7.800000000000001,17.6,102.39,1014,16.400000000000002
2013,3,19,6,30,10,10,23,7.7,17.5,88.93,1015,15.3
2013,3,19,7,30,186,76,461,7.4,17.900000000000002,76.2,1015,14.600000000000001
2013,3,19,8,30,412,111,674,6.9,18.5,63.440000000000005,1016,14.4
